226719,24.20,69.60,1371,Light,-1.21,0.01,9.42,-0.10,0.02,-0.01,NOMINAL
227722,24.20,69.60,1392,Light,-1.20,0.20,9.65,-0.09,0.03,0.01,NOMINAL
228731,24.10,66.90,1397,Light,-1.42,0.10,9.62,-0.06,0.08,0.02,NOMINAL
229734,24.10,66.90,1392,Light,-1.25,-0.12,9.70,-0.09,-0.03,-0.03,NOMINAL
230743,24.00,65.10,1392,Light,-1.25,0.03,9.67,-0.03,0.04,-0.04,NOMINAL
231746,24.00,65.10,1392,Light,-1.44,0.06,9.70,-0.07,0.02,-0.01,NOMINAL
232756,23.90,63.80,1406,Light,-1.25,-0.08,9.72,-0.07,0.04,0.01,NOMINAL
233759,23.90,63.80,1402,Light,-1.51,-0.09,9.61,-0.06,0.02,-0.03,NOMINAL
234769,23.80,62.90,1427,Light,-0.88,0.39,9.65,-0.14,0.02,0.31,NOMINAL
235771,23.80,62.90,1409,Light,-0.33,-0.23,10.60,-0.71,-0.35,0.29,NOMINAL
236780,23.80,62.40,1441,Light,0.40,-0.15,9.87,-0.08,0.03,-0.01,NOMINAL
237783,23.80,62.40,1427,Light,0.38,-0.13,9.83,-0.09,0.02,-0.01,NOMINAL
238792,23.80,62.40,1445,Light,0.38,-0.17,9.81,-0.08,0.03,-0.01,NOMINAL
239795,23.80,62.40,1403,Light,0.44,-0.17,9.83,-0.08,0.03,-0.01,NOMINAL
240805,23.90,61.90,1408,Light,0.41,-0.16,9.86,-0.08,0.02,-0.01,NOMINAL
241808,23.90,61.90,1449,Light,0.39,-0.16,9.82,-0.08,0.02,-0.01,NOMINAL
242818,23.80,61.90,1466,Light,0.40,-0.15,9.82,-0.08,0.02,-0.01,NOMINAL
243821,23.80,61.90,1473,Light,0.42,-0.16,9.80,-0.08,0.02,-0.01,NOMINAL
244831,23.80,61.90,1478,Light,0.41,-0.18,9.83,-0.08,0.03,-0.01,NOMINAL
245834,23.80,61.90,1470,Light,0.39,-0.19,9.81,-0.08,0.03,-0.01,NOMINAL
246843,23.80,61.70,1475,Light,0.40,-0.17,9.84,-0.08,0.03,-0.01,NOMINAL
247846,23.80,61.70,1482,Light,0.40,-0.18,9.83,-0.08,0.03,-0.01,NOMINAL
248855,23.80,61.70,1471,Light,0.41,-0.14,9.82,-0.08,0.02,-0.01,NOMINAL
249858,23.80,61.70,1486,Light,0.42,-0.20,9.82,-0.08,0.02,-0.01,NOMINAL
250867,23.80,61.70,1452,Light,0.41,-0.14,9.88,-0.08,0.03,-0.01,NOMINAL
251870,23.80,61.70,1473,Light,0.39,-0.15,9.84,-0.08,0.03,-0.01,NOMINAL
252880,23.80,61.50,1487,Light,0.43,-0.16,9.80,-0.08,0.02,-0.01,NOMINAL
253883,23.80,61.50,1483,Light,0.41,-0.14,9.81,-0.08,0.02,-0.01,NOMINAL
